grant_id,project_title,faculty_name,institution,award_amount,start_date,abstract
6600035,Commutators in Von Neumann Algebras and Invariant Subspaces (Gp7194),Jeremy Taylor,Regents of the University of Michigan - Ann Arbor,42000.0,05/15/1967,Research project focused on Commutators in Von Neumann Algebras and Invariant Subspaces (Gp7194) at Regents of the University of Michigan - Ann Arbor.
6600044,Films About Symmetry (Gy782),Unknown Faculty,Polytechnic University of New York,147110.0,02/15/1966,Research project focused on Films About Symmetry (Gy782) at Polytechnic University of New York.
6600049,None,May Beth Givan,Washington University,,01/01/1900,Research project focused on None at Washington University.
6600065,"Cont. of Eval., Processing, Data Proc. &amp; Coding   For Nsf FeLlowship Programs",William C Kelly,National Academy of Sciences,4966833.0,09/16/1965,"Research project focused on Cont. of Eval., Processing, Data Proc. &amp; Coding   For Nsf FeLlowship Programs at National Academy of Sciences."
6600068,"Contract For the Preparation of Plotting Sheets, Large and  Small Scale Special Purpose Maps and Charts, & Other Carto- Graphic Services As May Be Required By Nsf",Douglas Waugh,American Geographical Society,42000.0,03/01/1966,"Research project focused on Contract For the Preparation of Plotting Sheets, Large and  Small Scale Special Purpose Maps and Charts, & Other Carto- Graphic Services As May Be Required By Nsf at American Geographical Society."
6600200,"Publication of Two Issues of ""Memoirs of the New York BotaniCal Garden""",Jeremy Taylor,New York Botanical Garden,13400.0,11/02/1966,"Research project focused on Publication of Two Issues of ""Memoirs of the New York BotaniCal Garden"" at New York Botanical Garden."
6700008,Cooperative Systematics Studies in Antarctic Biology,W. I Aron,Smithsonian Institution,48636.0,01/01/1968,Research project focused on Cooperative Systematics Studies in Antarctic Biology at Smithsonian Institution.
6700040,Task Order For Preparation and Publication of a Supplement  To @island Bibliographies@ (C310-Task Order 133),DATA NOT AVAILABLE,National Academy of Sciences,19550.0,06/30/1967,Research project focused on Task Order For Preparation and Publication of a Supplement  To @island Bibliographies@ (C310-Task Order 133) at National Academy of Sciences.
6700041,A Cont. Review By the Comm. on Public Eng. Pol. of the Eng. Needs of the U.S. As Well As of the Applica of Eng. to      Critical Pub. Prob.,L. F Barrington,National Academy of Sciences,820000.0,06/16/1967,Research project focused on A Cont. Review By the Comm. on Public Eng. Pol. of the Eng. Needs of the U.S. As Well As of the Applica of Eng. to      Critical Pub. Prob. at National Academy of Sciences.
6700042,Contract For Partial Support of the U. S. National CommitteeFor the International Institute of Refrigeration,Jeremy Taylor,National Research Council,25000.0,08/01/1967,Research project focused on Contract For Partial Support of the U. S. National CommitteeFor the International Institute of Refrigeration at National Research Council.
6700043,Partial Support For the Committee on Seismology,Joseph W Berg,National Academy of Sciences,171330.0,02/01/1968,Research project focused on Partial Support For the Committee on Seismology at National Academy of Sciences.
6700044,Partial Support For the Fourth International Symposium on   Laboratory Animals,Robert H Yager,National Research Council,10000.0,05/01/1968,Research project focused on Partial Support For the Fourth International Symposium on   Laboratory Animals at National Research Council.
6700045,Contract For Recording of Data For Specimens Collected      During the U S Antarctic Program (C494),DATA NOT AVAILABLE,Smithsonian Institution,356123.0,06/30/1967,Research project focused on Contract For Recording of Data For Specimens Collected      During the U S Antarctic Program (C494) at Smithsonian Institution.
6700047,Special Foreign Currency Award to Process in English Foreign Scientific and Technological Information,Mieczysla W Derentowicz,Central Institute For Scientific Technical & Economic Info,4852229.0,06/30/1967,Research project focused on Special Foreign Currency Award to Process in English Foreign Scientific and Technological Information at Central Institute For Scientific Technical & Economic Info.
6700048,"Special Foreign Currency Award For Translation of Foreign   Scientific and Technical Articles Into English - (52,421    Tunisian Dinars)",Azzedine Azzouz,Agence Tunisienne De Public Relations,1267616.0,01/01/1967,"Research project focused on Special Foreign Currency Award For Translation of Foreign   Scientific and Technical Articles Into English - (52,421    Tunisian Dinars) at Agence Tunisienne De Public Relations."
6700050,"Transl Into Engl of Educl Liter, Comp of Abstr on Educ in   Burma,&Othr Rel Tsks Mutual Agrd By the Parties Mutually    Agreed Upon By the Pa",U. Ba,Individual Award,38013.0,06/01/1967,"Research project focused on Transl Into Engl of Educl Liter, Comp of Abstr on Educ in   Burma,&Othr Rel Tsks Mutual Agrd By the Parties Mutually    Agreed Upon By the Pa at Individual Award."
6700051,"The Completion of the Bibliography Entitle        Science, TEchnology and Public Policy",DATA NOT AVAILABLE,Indiana University,73593.0,08/28/1967,"Research project focused on The Completion of the Bibliography Entitle        Science, TEchnology and Public Policy at Indiana University."
6700052,Research With Cornell University Synchrotrons,Unknown Faculty,Cornell University,60317912.0,11/27/1967,Research project focused on Research With Cornell University Synchrotrons at Cornell University.
6700053,Experiment on Ways of Supplying Computer Facilities to SmallColleges For Instructional Uses,Bernard J Weigman,"Loyola University Maryland, Inc.",21600.0,07/01/1968,"Research project focused on Experiment on Ways of Supplying Computer Facilities to SmallColleges For Instructional Uses at Loyola University Maryland, Inc.."
6700054,Experiment on Ways of Supplying Computer Facilities to SmallColleges For Instructional Uses,DATA NOT AVAILABLE,Maryville College,20800.0,07/01/1968,Research project focused on Experiment on Ways of Supplying Computer Facilities to SmallColleges For Instructional Uses at Maryville College.
6700059,Independent and Dependent Components of Shear Resistance of Particulate Systems,Lester W Schmerr,University of Florida,75600.0,11/15/1967,Research project focused on Independent and Dependent Components of Shear Resistance of Particulate Systems at University of Florida.
6700068,Distributed Parameter Networks,Unknown Faculty,DATA NOT AVAILABLE,72500.0,11/01/1967,Research project focused on Distributed Parameter Networks at DATA NOT AVAILABLE.
6700077,Editing of Scientific Results of the R/V Anton Bruun ProgramIn the Southeastern Pacific Ocean (Gn662),Jeremy Taylor,Texas A&M University,57940.0,06/15/1967,Research project focused on Editing of Scientific Results of the R/V Anton Bruun ProgramIn the Southeastern Pacific Ocean (Gn662) at Texas A&M University.
6700085,Theoretical Physics (Gp6372),Surendra K Saxena,University of California-Los Angeles,240000.0,09/15/1966,Research project focused on Theoretical Physics (Gp6372) at University of California-Los Angeles.
6700089,Numerical Methods For Differential Equations (Gp7641),Jeremy Taylor,University of Denver,96900.0,06/15/1967,Research project focused on Numerical Methods For Differential Equations (Gp7641) at University of Denver.
6700095,Harmonic Analysis on Groups and Semigroups,Jeremy Taylor,University of Illinois at Urbana-Champaign,30100.0,05/01/1968,Research project focused on Harmonic Analysis on Groups and Semigroups at University of Illinois at Urbana-Champaign.
6700096,Preparative and Mechanistic Sulfur Chemistry,Jeremy Taylor,Carnegie-Mellon University,30000.0,05/01/1968,Research project focused on Preparative and Mechanistic Sulfur Chemistry at Carnegie-Mellon University.
6700097,Purchase of a Nuclear Magnetic Resonance Spectrometer and a Recording Spectropolarimeter,Jeremy Taylor,Northwestern University,76500.0,07/01/1968,Research project focused on Purchase of a Nuclear Magnetic Resonance Spectrometer and a Recording Spectropolarimeter at Northwestern University.
6700103,Special Development Grant in Chemistry For Wayne State      University (Gu2055),Jeremy Taylor,Wayne State University,919000.0,05/15/1967,Research project focused on Special Development Grant in Chemistry For Wayne State      University (Gu2055) at Wayne State University.
6700104,University Science Development Program For Vanderbilt       University (Gu2057),Jeremy Taylor,Vanderbilt University,5403000.0,05/15/1967,Research project focused on University Science Development Program For Vanderbilt       University (Gu2057) at Vanderbilt University.
6700105,Institutional Grants For Science (Gu2128),Jeremy Taylor,Fort Lewis College,11200.0,06/15/1967,Research project focused on Institutional Grants For Science (Gu2128) at Fort Lewis College.
